College Name
Ch. Ranbir Singh State Institute of Engineering and Technology
Chadalawada Ramanamma Engineering College
Chaitanya (Deemed to be University)
Chaitanya Bharathi Institute of Technology
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY
Chalapathi Institute of Engineering and Technology
Chalapathi Institute of Technology
Chandigarh College of Engineering & Technology
Chandigarh Engineering College Jhanjeri 
"Chandigarh Engineering College-CGC, Landran, Mohali"
Chandigarh University
Chandubhai S. Patel Institute of Technology
Chatrapati Sahuji Maharaj Kanpur University
Chaudhary Charan Singh University Meerut
CHEBROLU ENGINEERING COLLEGE
Chendhuran College of Engineering & Technology
Chennai Institute of Technology
Chettinad College of Engineering & Technology
Chhatrapati Shivaji Institute of Technology Kolihapuri
Chhotubhai Gopalbhai Patel Institute of Technology
Chitkara University
Chitkara University
Chouksey Engineering College
CHRIST COLLEGE OF ENGINEERING
Christ The King Engineering College
Christ University
"Christian College of Engineering and Technology, Oddanchatram, Palani"
"City Engineering College, BANGALORE"
CMR College of Engineering & Technology
CMR Engineering College
CMR Institute of Technology
CMR Technical Campus
COEP Technological University
Coimbatore Institute of Engineering and Technology
Coimbatore Institute of Technology
College of Agricultural Engineering & Technology
College of Engineering
College of Engineering & Technology
"College of Engineering & Technology, Bhubaneswar"
"College of Engineering (CEB), Bhubaneswar"
"College of Engineering ,Karunagappally"
College of Engineering Perumon
"College of Engineering, Cherthala"
"COLLEGE OF ENGINEERING, PATHANAPURAM"
"College of Engineering, Trivandrum"
"COLLEGE OF ENGINEERING, VADAKARA"
College of Food and Dairy Technology
College of Technology
College of Technology and Engineering
COORG INSTITUTE OF TECHNOLOGY
CSMSS Chh. Shahu College of Engineering
"CT Institute of Engg. Management and Technology, Shahpur"
CT University
CVR College of Engineering
D. M. I. College of Engineering
D. N. R. College of Engineering & Technology
D. Y. Patil College of Engineering & Technology
"D. Y. Patil Education Society, D.Y. Patil Technical Campus, Faculty of Engineering"
"D.K.T.E.SOCIETYs TEXTILE AND ENGINEERING INSTITUTE, ICHALKARANJI"
Dadi Institute of Engineering & Technology (DIET)
DAITA MADHUSUDANA SASTRY SRI VENKATESWARA HINDU COLLEGE OF ENGINEERING
Damisetty Bala Suresh Institute of Technology
Darshan Institute of Engineering & Technology
DATTA MEGHE COLLEGE OF ENGINEERING
DAV Institute of Engineering & Technology
Dayalbagh Educational Institute
Dayananda Sagar Academy of Technology & Management Technical Campus
Dayananda Sagar College of Engineering
Dayananda Sagar University
Deenbandhu Chhotu Ram University of Science & Technology
Defence Institute of Advanced Technology
Delhi Global Institute of Technology
DELHI TECHNICAL CAMPUS
Delhi Technological University
Deogiri Technical Campus for Engineering and Management Studies
Desh Bhagat University
Devi Ahilya Vishwavidyalaya
Devineni Venkata Ramana & Dr. Hima Sekhar MIC College of Technology
Dhaanish Ahmed College of Engineering
Dhanalakshmi College of Engineering
Dhanalakshmi Srinivasan College of Engineering
DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING AND TECHNOLOGY
Dhanalakshmi Srinivasan Engineering College
DHANEKULA INSTITUTE OF ENGINEERING & TECHNOLOGY
Dharmsinh Desai University
Dhirajlal Gandhi College of Technology
Dhirubhai Ambani Institute of Information and Communication Technology
"DHOLE PATIL EDUCATION SOCIETY'S, DHOLE PATIL COLLEGE OF ENGINEERING."
DIBRUGARH UNIVERSITY INSTITUTE OF ENGINEERING AND TECHNOLOGY
DIT University
DMI Engineering College
"DNYANSHREE INSTITUTE OF ENGINEERING AND TECHNOLOGY, SATARA"
"DON BOSCO COLLEGE OF ENGINEERING, FATORDA, MARGAO"
Don Bosco Institute Of Technology - Mumbai
"Don Bosco Institute of Technology, BANGALORE"
Dr Akhilesh Das Gupta Institute of Technology & Management
Dr D Y Patil Prathisthan College of Engineering Salokhe-Nagar Kolhapur
"Dr D. Y. Patil Pratishthans D.Y. Patil College of Engineering, Akurdi, Pune"
Dr. Ambedkar Institute of Technology
"DR. AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPED, U.P."
