College Name
Sanketika Vidya Parishad Engineering College
Sanmati Engineering College
Sanskar College of Engineering & Technology
Sanskrithi School of Engineering
Sanskriti University
"SANT GAJANAN MAHARAJ COLLEGE OF ENGINEERING, KOLHAPUR"
Sant Longowal Institute of Engineering and Technology
Santhiram Engineering College
Saranathan College of Engineering
Saraswati Education Society`s Saraswati College of Engineering
"SARASWATI HIGHER EDUCATION AND TECHNICAL COLLEGE OF ENGINEERING, VARANASI"
Sardar Patel College of Engineering
SARDAR PATEL COLLEGE OF ENGINEERING
Sardar Vallabhbhai National Institute of Technology
Sarvajanik College of Engineering & Technology
Sasi Institute of Technology & Engineering
Sasurie College of Engineering
Sathyabama Institute of Science and Technology
Saveetha Engineering College
Saveetha Institute of Medical and Technical Sciences
SCAD College of Engineering and Technology
Scholar's Institute Of Technology & Management
School of Engineering and Technology
"SCHOOL OF MANAGEMENT SCIENCES, LUCKNOW"
Scient Institute of Technology
SCMS School of Engineering & Technology
SCTR's Pune Institute of Computer Technology
SDM INSTITUTE OF TECHNOLOGY UJIRE-574240
"SEA College of Engineering & Technology, BANGALORE"
Selvam College of Technology
Sengunthar Engineering College
"SES'S R.C.PATEL INSTITUTE OF TECHNOLOGY, SHIRPUR"
Seth Jai Parkash Mukand Lal Inst. of Engineering & Technology
Sethu Institute of Technology
SF's Sandip Institute of Technology and Research Centre
Shadan College of Engineering & Technology
Shadan Women's College of Engineering & Technology
Shah And Anchor Kutchhi Engineering College
Shaheed Bhagat Singh State University
Shanmuganathan Engineering College
Shanmugha Arts Science Technology and Research Academy
Shantilal Shah Engineering College
SHARAD INSTITUTE OF TECHNOLOGY COLLEGE OF ENGINEERING
Sharda University
Sharnbasva University
"SHETTY INSTITUTE OF TECHNOLOGY, GULBARGA"
Shivajirao S. Jondhale College of Engineering
Shivalik College of Engg.
Shoolini University of Biotechnology and Management Sciences
"SHREE L R TIWARI COLLEGE OF ENGINEERING, THANE"
Shree Ramchandra College of Enginnering
Shree Swami Atmanand Saraswati Institute of Technology
Shree Venkateshwara Hi-Tech Engineering College
Shreeyash Pratishthan`s Shreeyash College of Engineering and Technology
"Shri Ambabai Talim Sanstha's Sanjay Bhokre Group of Institutes, Miraj"
Shri Balasaheb Mane Shikshan Prasarak Mandal Ambap`s Ashokrao Mane Group  of Institutions
Shri G. S. Institute of Technology & Science
SHRI GURU GOBIND SINGHJI INSTITUTE OF ENGINEERING AND TECHNOLOGY
Shri Labhubhai Trivedi Institute of Engineering and Technology
SHRI MADHWA VADIRAJA INSTITUTE OF TECHNOLOGY AND MANAGEMENT
Shri Mata Vaishno Devi University
"Shri Neminath Jain Brahmacharyashramas College of Engineering, Neminagar, Chandwad, Dist.Nashik 423101"
"Shri Ram Institute of Technology,  ITI, Madhotal, Jabalpur-482002"
Shri Ram Murti Smarak College of Engineering & Technology
"Shri Ram Murti Smarak College of Engineering Technology & Research, Bareilly"
Shri Ramdeobaba College of Engineering and Management
Shri Ramswaroop Memorial College of Engineering & Management
"SHRI SADVIDHYA MANDAL INSTITUTE OF TECH., BHARUCH 045"
"Shri Sant Gajanan Maharaj Engineering College, Shegaon."
Shri Shankaracharya Institute of Professional Management & Technology
Shri Shankaracharya Technical Campus
"SHRI SHIVAJI VIDYA PRASARAK SANSTHA'S LATE BAPUSAHEB SHIVAJIRAO DEORE COLLEGE OF ENGINEERING, DHULE"
"SHRI SITARAMBHAI NARANJI PATEL INSTITUTE OF TECHNOLOGY, MANAGED BY VIDYABHARTI TRUST,UMRAKH -BARDOLI"
Shri Vaishnav Vidyapeeth Vishwavidyalaya
"Shri Vile Parle Kelavani Mandal?s Institute of Technology, Dhule"
Shri Vile Parle Kelavani Mandal`s  Dwarkadas J. Sanghvi College of Engineering
Shri Vishnu Engineering College for Women
"Shridevi Institute of Engg, & Technology, TUMKUR"
Shroff S. R. Rotary Institute of Chemical Technology
Siddaganga Institute of Technology
Siddartha Educational Academy Group of Institutions (Integrated Campus)
SIDDARTHA INSTITUTE OF SCIENCE AND TECHNOLOGY
Siddharth Institute of Engineering & Technology
Siddhartha Institute of Engineering & Technology
Siddhivinayak Technical Campus
SIES Graduate School of Technology
SIGMA UNIVERSITY
Sikkim Manipal Institute of Technology (SMIT)
Siksha `O` Anusandhan
"Silicon Institute of Technology (SIT), Bhubaneswar"
Sinhgad Academy of Engineering
Sinhgad College of Engineering
Sinhgad Technical Education Society`s Sinhgad Institute of Technology
Sinhgad Technical Education Society`s Sinhgad Institute of Technology & Science
"SINHGAD TECHNICAL EDUCATION SOCIETYS NBN SINHGAD TECHNICAL INSTITUTES CAMPUS, PUNE"
"SINHGAD TECHNICAL EDUCATION SOCIETYS RASIKLAL M DHARIWAL SINHGAD TECHNICAL INSTITUTES CAMPUS, PUNE"
"Sipna College of Engineering and Technology, Amravati "
SIR C R REDDY COLLEGE OF ENGINEERING
Sir C. V. Raman Institute of Technology & Sciences
Sir Isaac Newton College of Engineering and Technology (New)
