College Name
R P Sarathy Institute of Technology
R. K. College of Engineering
R. M. K. College of Engineering and Technology
R. N. S. Institute of Technology
R. R. Institute of Modern Technology
R.D.Engineering College
R.M.D Engineering College
R.M.K. Engineering College
R.V. College of Engineering
R.V. R. & J. C. College of Engineering
"R.V.S Engineering College, Jamshedpur"
R.V.S.College of Engineering
"Raajdhani Engineering College (REC), Bhubaneswar"
Rabindranath Tagore University
"Radhakrishna Institute of Engineering and Technology (RITE), Khurda, Bhubaneswar"
Raghu Engineering College
"Raipur Institute of Technology Chhatona, Mandir Hasaud,Raipur."
Raj Kumar Goel Institue of Technology
"RAJ KUMAR GOEL INSTITUTE OF TECHNOLOGY FOR WOMEN, GHAZIABAD"
Raja Balwant Singh Engineering Technical Campus
"Raja College of Engineering, Madurai"
Rajadhani Institute of Engineering and Technology
Rajagiri School of Engineering and Technology (AUTONOMOUS)
Rajalakshmi Engineering College
Rajalakshmi Institute of Technology
RAJARAJESWARI COLLEGE OF ENGINEERING
"Rajasthan Technical University, Kota"
Rajeev Gandhi Memorial College of Engineering & Technology
"Rajeev Institute of Technology, HASSAN"
Rajendra Mane College of Engineering & Technology
Rajiv Gandhi College of Engineering and Technology
"Rajiv Gandhi College of Engineering, Research and Technology"
Rajiv Gandhi Govt. Engineering College
Rajiv Gandhi Institute of Petroleum Technology
Rajiv Gandhi Institute of Technology
Rajiv Gandhi Proudyogiki Vishwavidyalaya
Rajiv Gandhi University of Knowledge Technologies
Rajkiya Engineering College Banda
"Rajkiya Engineering College, Ambedkar Nagar"
"Rajkiya Engineering College, Azamgarh"
"Rajkiya Engineering College, Kannauj"
"Rajkiya engineering college, sonbhadra"
Rajshree Institute of Management & Technology
RAMA UNIVERSITY UTTAR PRADESH
Ramachandra College of Engineering
Ramco Institute of Technology
Rami Reddy Subbarami Reddy Engineering College
Ranganathan Engineering College
Rao Bahaddur Y Mahabaleshwarappa Engineering College
Rathinam Technical Campus
Ravindra College of Engineering for Women
RAYAT BAHRA UNIVERSITY
RCC Institute of Information Technology
Regent Education & Research Foundation Group of Institutions
Reva University
Rewa Engineering College
RIMT University
RISE Krishna Sai Prakasam Group of Institutions
RKDF University
Roever Engineering College
Rohini College of Engineering And Technology
Roorkee Institute of Technology
RRASE College of Engineering
Rungta College of Engineering & Technology
Rustamji Institute of Technology
RVS College of Engineering and Technology
RVS Educational Trust`s Group of Institutions
"S G Balekundri Institute of Technology,  BELGAUM"
S J C INSTITUTE OF TECHNOLOGY
S. A. Engineering College
S. B. Jain Institute of Technology Management and Research
S. B. Patil College of Engineering
S. D. M. College of Engineering & Technology
"S.D. Bansal College of Engg., Indore"
"S.D. Bansal College of Technology,  Umariya, A.B.Road, Indore"
S.R.M. Institute of Science and Technology
"S.V.P.M. College of Engineering, Malegaon bk., Tal. Baramati, Dist Pune 413115"
S.Veerasamy Chettiar College of Engineering
"SACRED HEART INSTITUTE OF MANAGAMENT AND TECHNOLOGY, SITAPUR"
"SACS MAVMM Engineering College, Madurai"
Sagar Institute of Research & Technology
Sagar Institute of Research & Technology Excellence
"Sagar Institute of Science  & Technology, Gandhi Nagar, Pipalner Near Airport, Jaipur Road, NH 12, Bhopal - 462036"
Sagar Institute of Science Technology & Research (SISTEC-R)
"Sagar Institute of Science Technology and Engineering (SISTec-E), Sikandrabad, Near Ratibad, Bhadbhada Road, Bhopal"
SAGE University Indore
Sagi Ramakrishnam Raju Engineering College
Sahrdaya College of Engineering & Technology
Sahyadri College of Engineering & Management
Sai Vidya Institute of Technology
Saintgits College of Engineering
SAL INSTITUTE OF TECHNOLOGY & ENGINEERING RESEARCH
Salem College of Engineering and Technology
"SAMARTH RURAL EDUCATIONAL INSTITUTE, RAJURIs SAMARTH GROUP OF INSTITUTIONS FACULTY OF ENGINEERING, JUNNAR"
Samskruti College of Engineering & Technology
Sandip Foundation's Sandip Institute of Engineering and Management
Sangam University
SANJAY GHODAWAT UNIVERSITY
SANJEEVAN ENGINEERING & TECHNOLOGY INSTITUTE
SANJIVANI RURAL EDUCATION SOCIETY'S COLLEGE OF ENGINEERING
